Zeit(0.001 ms),Drehmoment Messsystem 1 (NÂ·m),Winkel Messsystem 1 (°),Drehmoment Motor (NÂ·m),Winkel Motor (°),Drehzahl (U/min),Schritt,Stromstaerke (A),Temperatur (°C)
0,0.00,0,0.37,0,0,1,0.003,40.5
250,0.00,0,0.37,0,0,1,0.002,40.5
500,0.00,0,0.40,0,0,1,0.003,40.5
750,0.00,0,0.40,0,0,1,0.003,40.5
1000,0.01,0,0.40,0,0,1,0.002,40.5
1250,0.00,0,0.40,0,0,1,0.002,40.5
1500,0.00,0,0.45,0,0,1,0.002,40.5
1750,0.00,0,0.45,0,0,1,0.001,40.5
2000,0.00,0,0.45,0,0,1,0.001,40.5
2250,0.00,0,0.45,0,0,1,0.003,40.5
2500,0.00,0,0.46,0,0,1,0.001,40.5
2750,0.00,0,0.46,0,0,1,-0.015,40.5
3000,0.00,0,0.46,0,0,1,-0.035,40.5
3250,0.01,0,0.46,0,1,1,-0.041,40.5
3500,0.01,0,0.51,0,1,1,-0.044,40.5
3750,0.01,0,0.51,0,1,1,-0.046,40.5
4000,0.01,0,0.51,0,1,1,-0.045,40.5
4250,0.01,0,0.52,0,1,1,-0.046,40.5
4500,0.01,0,0.52,0,1,1,-0.054,40.5
4750,0.01,0,0.52,0,1,1,-0.058,40.5
5000,0.01,0,0.52,0,1,1,-0.059,40.5
5250,0.01,0,0.53,0,2,1,-0.057,40.5
5500,0.01,0,0.53,0,2,1,-0.060,40.5
5750,0.00,0,0.53,0,2,1,-0.068,40.5
6000,0.00,0,0.53,0,2,1,-0.071,40.5
6250,0.00,0,0.53,0,3,1,-0.074,40.5
6500,0.00,0,0.53,0,3,1,-0.076,40.5
6750,0.01,0,0.53,0,3,1,-0.076,40.5
7000,0.01,0,0.54,0,4,1,-0.076,40.5
7250,0.01,0,0.54,0,4,1,-0.076,40.5
7500,0.00,0,0.54,0,4,1,-0.082,40.5
7750,0.00,0,0.54,0,4,1,-0.089,40.5
8000,0.00,0,0.54,0,5,1,-0.088,40.5
8250,0.00,0,0.54,0,5,1,-0.093,40.5
8500,0.00,0,0.54,0,5,1,-0.096,40.5
8750,0.00,0,0.54,0,5,1,-0.095,40.5
9000,0.00,0,0.54,0,6,1,-0.095,40.5
9250,0.01,0,0.54,0,6,1,-0.097,40.5
9500,0.01,0,0.54,0,6,1,-0.103,40.5
9750,0.01,0,0.54,0,6,1,-0.107,40.5
10000,0.01,0,0.54,0,8,1,-0.109,40.5
10250,0.00,0,0.54,0,8,1,-0.107,40.5
10500,0.00,1,0.54,0,8,1,-0.109,40.5
10750,0.00,1,0.54,0,9,1,-0.114,40.5
11000,0.00,1,0.54,0,9,1,-0.123,40.5
11250,0.01,1,0.54,0,9,1,-0.126,40.5
11500,0.01,1,0.54,0,9,1,-0.126,40.5
11750,0.01,1,0.54,0,11,1,-0.122,40.5
12000,0.01,1,0.52,0,11,1,-0.124,40.5
12250,0.02,1,0.52,0,11,1,-0.126,40.5
12500,0.02,1,0.52,0,11,1,-0.130,40.5
12750,0.01,1,0.52,0,11,1,-0.132,40.5
13000,0.01,1,0.52,0,11,1,-0.134,40.5
13250,0.01,1,0.52,0,11,1,-0.137,40.5
13500,0.01,1,0.52,0,11,1,-0.135,40.5
13750,0.01,1,0.46,0,13,1,-0.132,40.5
14000,0.01,1,0.46,0,13,1,-0.133,40.5
14250,0.01,1,0.46,0,13,1,-0.138,40.5
14500,0.01,1,0.46,0,13,1,-0.142,40.5
14750,0.01,1,0.42,0,15,1,-0.144,40.5
15000,0.00,1,0.42,0,15,1,-0.143,40.5
15250,0.00,1,0.42,0,15,1,-0.143,40.5
15500,0.00,1,0.42,0,15,1,-0.148,40.5
15750,0.00,1,0.10,0,17,1,-0.149,40.5
16000,0.00,1,0.10,0,17,1,-0.150,40.5
16250,0.00,1,0.10,0,17,1,-0.152,40.5
16500,0.00,1,0.10,0,17,1,-0.156,40.5
16750,0.00,1,0.07,0,19,1,-0.158,40.5
17000,0.01,1,0.07,0,19,1,-0.156,40.5
17250,0.01,1,0.07,1,19,1,-0.154,40.5
17500,0.01,1,0.07,1,21,1,-0.159,40.5
17750,0.01,1,0.07,1,21,1,-0.156,40.5
18000,0.01,1,0.07,1,21,1,-0.155,40.5
18250,0.03,1,0.07,1,21,1,-0.162,40.5
18500,0.04,1,0.07,1,23,1,-0.170,40.5
18750,0.04,1,0.07,1,23,1,-0.172,40.5
19000,0.04,1,0.07,1,23,1,-0.173,40.5
19250,0.04,1,0.07,1,23,1,-0.166,40.5
19500,0.04,1,0.07,1,26,1,-0.164,40.5
19750,0.06,1,0.07,1,26,1,-0.163,40.5
20000,0.06,1,0.07,1,26,1,-0.166,40.5
20250,0.06,1,0.07,1,26,1,-0.166,40.5
20500,0.04,1,0.07,1,29,1,-0.166,40.5
20750,0.04,1,0.07,1,29,1,-0.163,40.5
21000,0.04,1,0.07,1,29,1,-0.161,40.5
21250,0.04,1,0.07,1,31,1,-0.157,40.5
21500,0.04,1,0.06,1,31,1,-0.147,40.5
21750,0.03,1,0.06,1,31,1,-0.133,40.5
22000,0.05,2,0.06,2,31,1,-0.122,40.5
22250,0.05,2,0.07,2,34,1,-0.116,40.5
22500,0.05,2,0.07,2,34,1,-0.117,40.5
22750,0.05,2,0.07,2,34,1,-0.117,40.5
23000,0.04,2,0.07,2,34,1,-0.108,40.5
23250,0.04,2,0.07,2,36,1,-0.091,40.5
23500,0.04,2,0.10,2,36,1,-0.079,40.5
23750,0.04,2,0.10,2,36,1,-0.067,40.5
24000,0.04,2,0.10,2,36,1,-0.070,40.5
24250,0.04,2,0.15,2,39,1,-0.075,40.5
24500,0.04,2,0.15,2,39,1,-0.073,40.5
24750,0.05,2,0.15,2,39,1,-0.066,40.5
25000,0.05,2,0.15,2,39,1,-0.054,40.5
25250,0.05,2,0.15,2,40,1,-0.040,40.5
25500,0.05,2,0.15,2,40,1,-0.038,40.5
25750,0.05,3,0.15,3,40,1,-0.042,40.5
26000,0.05,3,0.15,3,40,1,-0.048,40.5
26250,0.05,3,0.19,3,40,1,-0.049,40.5
26500,0.04,3,0.19,3,40,1,-0.042,40.5
26750,0.04,3,0.19,3,40,1,-0.030,40.5
27000,0.04,3,0.22,3,40,1,-0.024,40.5
27250,0.04,3,0.22,3,40,1,-0.024,40.5
27500,0.04,3,0.22,3,40,1,-0.029,40.5
27750,0.04,3,0.22,3,40,1,-0.034,40.5
28000,0.04,3,0.24,3,40,1,-0.041,40.5
28250,0.04,3,0.24,3,40,1,-0.042,40.5
28500,0.04,3,0.24,3,40,1,-0.033,40.5
28750,0.03,3,0.24,3,40,1,-0.026,40.5
29000,0.03,3,0.23,3,40,1,-0.032,40.5
29250,0.03,3,0.23,3,40,1,-0.040,40.5
29500,0.03,4,0.23,3,40,1,-0.048,40.5
29750,0.03,4,0.23,3,40,1,-0.051,40.5
30000,0.03,4,0.19,3,40,1,-0.046,40.5
30250,0.03,4,0.19,3,40,1,-0.038,40.5
30500,0.03,4,0.19,4,40,1,-0.037,40.5
30750,0.03,4,0.19,4,40,1,-0.039,40.5
31000,0.02,4,0.19,4,40,1,-0.044,40.5
31250,0.02,4,0.19,4,40,1,-0.049,40.5
31500,0.02,4,0.19,4,40,1,-0.055,40.5
31750,0.02,4,0.19,4,40,1,-0.059,40.5
32000,0.02,4,0.19,4,40,1,-0.056,40.5
32250,0.03,4,0.19,4,40,1,-0.048,40.5
32500,0.03,4,0.19,4,40,1,-0.041,40.5
32750,0.03,4,0.19,4,40,1,-0.042,40.5
33000,0.02,4,0.19,4,40,1,-0.050,40.5
33250,0.02,4,0.19,4,40,1,-0.056,40.5
33500,0.02,5,0.19,4,40,1,-0.057,40.5
33750,0.02,5,0.19,4,40,1,-0.047,40.5
34000,0.02,5,0.19,4,40,1,-0.038,40.5
34250,0.03,5,0.19,5,40,1,-0.038,40.5
34500,0.03,5,0.19,5,40,1,-0.042,40.5
34750,0.03,5,0.21,5,40,1,-0.051,40.5
35000,0.03,5,0.21,5,40,1,-0.058,40.5
35250,0.03,5,0.21,5,40,1,-0.061,40.5
35500,0.03,5,0.21,5,40,1,-0.056,40.5
35750,0.03,5,0.21,5,40,1,-0.048,40.5
36000,0.03,5,0.21,5,40,1,-0.040,40.5
36250,0.03,5,0.21,5,40,1,-0.041,40.5
36500,0.03,5,0.21,5,40,1,-0.049,40.5
36750,0.03,5,0.21,5,40,1,-0.056,40.5
37000,0.02,5,0.21,5,40,1,-0.061,40.5
37250,0.02,6,0.21,5,40,1,-0.061,40.5
37500,0.02,6,0.21,5,40,1,-0.051,40.5
37750,0.03,6,0.21,5,40,1,-0.043,40.5
38000,0.03,6,0.21,6,40,1,-0.045,40.5
38250,0.04,6,0.21,6,40,1,-0.051,40.5
38500,0.04,6,0.21,6,40,1,-0.056,40.5
38750,0.04,6,0.21,6,40,1,-0.060,40.5
39000,0.03,6,0.21,6,40,1,-0.061,40.5
39250,0.03,6,0.21,6,40,1,-0.058,40.5
39500,0.03,6,0.21,6,40,1,-0.049,40.5
39750,0.03,6,0.21,6,40,1,-0.044,40.5
40000,0.03,6,0.21,6,40,1,-0.045,40.5
40250,0.03,6,0.21,6,40,1,-0.053,40.5
40500,0.03,6,0.21,6,40,1,-0.057,40.5
40750,0.03,6,0.21,6,40,1,-0.055,40.5
41000,0.03,6,0.21,6,40,1,-0.050,40.5
41250,0.03,6,0.21,6,40,1,-0.042,40.5
41500,0.03,6,0.21,6,40,1,-0.040,40.5
41750,0.02,6,0.21,6,40,1,-0.043,40.5
42000,0.02,7,0.21,7,40,1,-0.048,40.5
42250,0.02,7,0.21,7,40,1,-0.051,40.5
42500,0.03,7,0.21,7,40,1,-0.051,40.5
42750,0.03,7,0.21,7,40,1,-0.049,40.5
43000,0.03,7,0.21,7,40,1,-0.044,40.5
43250,0.03,7,0.21,7,40,1,-0.040,40.5
43500,0.02,7,0.21,7,40,1,-0.042,40.5
43750,0.02,7,0.21,7,40,1,-0.048,40.5
44000,0.02,7,0.21,7,40,1,-0.054,40.5
44250,0.02,7,0.21,7,40,1,-0.055,40.5
44500,0.02,7,0.21,7,40,1,-0.052,40.5
44750,0.03,7,0.21,7,40,1,-0.042,40.5
45000,0.03,7,0.21,7,40,1,-0.037,40.5
45250,0.03,7,0.21,7,40,1,-0.034,40.5
45500,0.03,7,0.21,7,40,1,-0.041,40.5
45750,0.03,8,0.21,7,40,1,-0.054,40.5
46000,0.02,8,0.21,7,40,1,-0.061,40.5
46250,0.02,8,0.21,7,40,1,-0.057,40.5
46500,0.02,8,0.21,7,40,1,-0.044,40.5
46750,0.03,8,0.21,8,40,1,-0.035,40.5
47000,0.04,8,0.19,8,40,1,-0.041,40.5
47250,0.04,8,0.19,8,40,1,-0.049,40.5
47500,0.04,8,0.19,8,40,1,-0.055,40.5
47750,0.04,8,0.19,8,40,1,-0.054,40.5
48000,0.02,8,0.17,8,40,1,-0.048,40.5
48250,0.01,8,0.17,8,40,1,-0.042,40.5
48500,0.01,8,0.17,8,40,1,-0.037,40.5
48750,0.01,8,0.17,8,40,1,-0.038,40.5
49000,0.02,8,0.19,8,40,1,-0.042,40.5
49250,0.02,8,0.19,8,40,1,-0.047,40.5
49500,0.03,8,0.19,8,40,1,-0.051,40.5
49750,0.03,8,0.19,8,40,1,-0.056,40.5
50000,0.03,8,0.19,8,40,1,-0.055,40.5
50250,0.02,8,0.19,8,40,1,-0.048,40.5
50500,0.02,9,0.19,9,40,1,-0.040,40.5
50750,0.02,9,0.19,9,40,1,-0.042,40.5
51000,0.02,9,0.19,9,40,1,-0.045,40.5
51250,0.02,9,0.19,9,40,1,-0.053,40.5
51500,0.02,9,0.19,9,40,1,-0.056,40.5
51750,0.03,9,0.19,9,40,1,-0.049,40.5
52000,0.03,9,0.19,9,40,1,-0.044,40.5
52250,0.03,9,0.19,9,40,1,-0.043,40.5
52500,0.02,9,0.19,9,40,1,-0.046,40.5
52750,0.02,9,0.23,9,40,1,-0.049,40.5
53000,0.03,9,0.23,9,40,1,-0.052,40.5
53250,0.03,9,0.23,9,40,1,-0.054,41.3
53500,0.03,9,0.23,9,40,1,-0.053,41.3
53750,0.02,9,0.21,9,40,1,-0.045,41.3
54000,0.02,9,0.21,9,40,1,-0.041,41.3
54250,0.02,9,0.21,10,40,1,-0.040,41.3
54500,0.02,9,0.21,10,40,1,-0.043,41.3
54750,0.02,9,0.21,10,40,1,-0.051,41.3
55000,0.02,9,0.21,10,40,1,-0.055,41.3
55250,0.03,9,0.21,10,40,1,-0.053,41.3
55500,0.03,10,0.21,10,40,1,-0.044,41.3
55750,0.03,10,0.21,10,40,1,-0.041,41.3
56000,0.03,10,0.21,10,40,1,-0.040,41.3
56250,0.03,10,0.21,10,40,1,-0.045,41.3
56500,0.02,10,0.21,10,40,1,-0.053,41.3
56750,0.02,10,0.21,10,40,1,-0.057,41.3
57000,0.02,10,0.21,10,40,1,-0.052,41.3
57250,0.02,10,0.21,10,40,1,-0.046,41.3
57500,0.02,10,0.19,10,40,1,-0.036,41.3
57750,0.03,10,0.19,10,40,1,-0.034,41.3
58000,0.03,10,0.19,11,40,1,-0.043,41.3
58250,0.03,11,0.19,11,40,1,-0.050,41.3
58500,0.03,11,0.21,11,40,1,-0.052,41.3
58750,0.02,11,0.21,11,40,1,-0.050,41.3
59000,0.02,11,0.21,11,40,1,-0.042,41.3
59250,0.02,11,0.21,11,40,1,-0.034,41.3
59500,0.02,11,0.21,11,40,1,-0.033,41.3
59750,0.02,11,0.21,11,40,1,-0.039,41.3
60000,0.03,11,0.21,11,40,1,-0.045,41.3
60250,0.03,11,0.21,11,40,1,-0.050,41.3
60500,0.03,11,0.23,11,40,1,-0.049,41.3
60750,0.02,11,0.23,11,40,1,-0.050,41.3
61000,0.02,11,0.23,11,40,1,-0.051,41.3
61250,0.03,11,0.23,11,40,1,-0.048,41.3
61500,0.03,11,0.23,11,40,1,-0.046,41.3
61750,0.03,11,0.23,11,40,1,-0.048,41.3
62000,0.03,11,0.23,11,40,1,-0.056,41.3
62250,0.03,11,0.21,11,40,1,-0.058,41.3
62500,0.03,11,0.21,11,40,1,-0.052,41.3
62750,0.03,11,0.21,12,40,1,-0.047,41.3
63000,0.03,12,0.21,12,40,1,-0.046,41.3
63250,0.02,12,0.19,12,40,1,-0.047,41.3
63500,0.01,12,0.19,12,40,1,-0.055,41.3
63750,0.01,12,0.19,12,40,1,-0.060,41.3
64000,0.01,12,0.19,12,40,1,-0.063,41.3
64250,0.02,12,0.19,12,40,1,-0.063,41.3
64500,0.02,12,0.19,12,40,1,-0.056,41.3
64750,0.03,12,0.19,12,40,1,-0.049,41.3
65000,0.03,12,0.19,12,40,1,-0.048,41.3
65250,0.03,12,0.19,12,40,1,-0.055,41.3
65500,0.02,12,0.19,12,40,1,-0.062,41.3
65750,0.02,12,0.19,12,40,1,-0.058,41.3
66000,0.02,12,0.19,12,40,1,-0.054,41.3
66250,0.02,12,0.19,12,40,1,-0.047,41.3
66500,0.02,12,0.19,12,40,1,-0.039,41.3
66750,0.02,13,0.19,13,40,1,-0.038,41.3
67000,0.02,13,0.19,13,40,1,-0.044,41.3
67250,0.02,13,0.19,13,40,1,-0.055,41.3
67500,0.02,13,0.19,13,40,1,-0.058,41.3
67750,0.02,13,0.19,13,40,1,-0.054,41.3
68000,0.02,13,0.19,13,40,1,-0.045,41.3
68250,0.02,13,0.19,13,40,1,-0.039,41.3
68500,0.02,13,0.19,13,40,1,-0.036,41.3
68750,0.02,13,0.19,13,40,1,-0.039,41.3
69000,0.02,13,0.19,13,40,1,-0.044,41.3
69250,0.02,13,0.19,13,40,1,-0.048,41.3
69500,0.02,13,0.19,13,40,1,-0.050,41.3
69750,0.02,13,0.19,13,40,1,-0.046,41.3
70000,0.02,13,0.19,13,40,1,-0.038,41.3
70250,0.02,13,0.19,13,40,1,-0.037,41.3
70500,0.02,13,0.19,14,40,1,-0.039,41.3
70750,0.02,14,0.19,14,40,1,-0.045,41.3
71000,0.03,14,0.21,14,40,1,-0.051,41.3
71250,0.03,14,0.21,14,40,1,-0.057,41.3
71500,0.03,14,0.21,14,40,1,-0.056,41.3
71750,0.03,14,0.19,14,40,1,-0.047,41.3
72000,0.03,14,0.19,14,40,1,-0.043,41.3
72250,0.03,14,0.19,14,40,1,-0.046,41.3
72500,0.02,14,0.19,14,40,1,-0.051,41.3
72750,0.02,14,0.21,14,40,1,-0.052,41.3
73000,0.02,14,0.21,14,40,1,-0.057,41.3
73250,0.03,14,0.21,14,40,1,-0.052,41.3
73500,0.03,14,0.21,14,40,1,-0.047,41.3
73750,0.02,14,0.21,14,40,1,-0.043,41.3
74000,0.02,14,0.21,14,40,1,-0.041,41.3
74250,0.02,15,0.21,14,40,1,-0.043,41.3
74500,0.02,15,0.21,14,40,1,-0.049,41.3
74750,0.02,15,0.21,14,40,1,-0.051,41.3
75000,0.02,15,0.21,14,40,1,-0.053,41.3
75250,0.02,15,0.21,15,40,1,-0.048,41.3
75500,0.02,15,0.21,15,40,1,-0.042,41.3
75750,0.03,15,0.21,15,40,1,-0.038,41.3
76000,0.02,15,0.21,15,40,1,-0.041,41.3
76250,0.02,15,0.21,15,40,1,-0.051,41.3
76500,0.02,15,0.21,15,40,1,-0.058,41.3
76750,0.02,15,0.21,15,40,1,-0.053,41.3
77000,0.02,15,0.21,15,40,1,-0.039,41.3
77250,0.03,15,0.21,15,40,1,-0.034,41.3
77500,0.03,15,0.21,15,40,1,-0.035,41.3
77750,0.03,15,0.21,15,40,1,-0.041,41.3
78000,0.03,15,0.21,15,40,1,-0.049,41.3
78250,0.03,15,0.21,15,40,1,-0.053,41.3
78500,0.03,15,0.21,15,40,1,-0.054,41.3
78750,0.03,15,0.21,15,40,1,-0.048,41.3
79000,0.03,15,0.21,15,40,1,-0.040,41.3
79250,0.03,16,0.21,16,40,1,-0.036,41.3
79500,0.03,16,0.19,16,40,1,-0.042,41.3
79750,0.03,16,0.19,16,40,1,-0.052,41.3
80000,0.03,16,0.19,16,40,1,-0.053,41.3
80250,0.03,16,0.19,16,40,1,-0.051,41.3
80500,0.03,16,0.17,16,40,1,-0.048,41.3
80750,0.02,16,0.17,16,40,1,-0.042,41.3
81000,0.02,16,0.17,16,40,1,-0.038,41.3
81250,0.02,16,0.17,16,40,1,-0.041,41.3
81500,0.03,16,0.19,16,40,1,-0.049,41.3
81750,0.03,16,0.19,16,40,1,-0.052,41.3
82000,0.03,16,0.19,16,40,1,-0.058,41.3
82250,0.03,16,0.19,16,40,1,-0.056,41.3
82500,0.03,16,0.19,16,40,1,-0.051,41.3
82750,0.03,16,0.19,16,40,1,-0.047,41.3
83000,0.03,16,0.19,17,40,1,-0.045,41.3
83250,0.03,16,0.19,17,40,1,-0.050,41.3
83500,0.03,16,0.19,17,40,1,-0.052,41.3
83750,0.03,16,0.19,17,40,1,-0.056,41.3
84000,0.03,17,0.19,17,40,1,-0.057,41.3
84250,0.04,17,0.19,17,40,1,-0.051,41.3
84500,0.04,17,0.19,17,40,1,-0.049,41.3
84750,0.04,17,0.19,17,40,1,-0.049,41.3
85000,0.02,17,0.19,17,40,1,-0.050,41.3
85250,0.02,17,0.19,17,40,1,-0.054,41.3
85500,0.03,17,0.19,17,40,1,-0.059,41.3
85750,0.03,17,0.19,17,40,1,-0.062,41.3
86000,0.03,17,0.16,17,40,1,-0.056,41.3
86250,0.03,17,0.16,17,40,1,-0.049,41.3
86500,0.03,17,0.16,17,40,1,-0.045,41.3
86750,0.03,17,0.16,18,40,1,-0.046,41.3
87000,0.03,17,0.16,18,40,1,-0.053,41.3
87250,0.03,17,0.16,18,40,1,-0.060,41.3
87500,0.03,17,0.16,18,40,1,-0.057,41.3
87750,0.03,17,0.16,18,40,1,-0.046,41.3
88000,0.03,17,0.15,18,40,1,-0.039,41.3
88250,0.03,17,0.15,18,40,1,-0.036,41.3
88500,0.02,17,0.15,18,40,1,-0.042,41.3
88750,0.02,18,0.15,18,40,1,-0.048,41.3
89000,0.02,18,0.16,18,40,1,-0.051,41.3
89250,0.03,18,0.16,18,40,1,-0.052,41.3
89500,0.03,18,0.16,18,40,1,-0.048,41.3
89750,0.02,18,0.16,18,40,1,-0.039,41.3
90000,0.02,18,0.16,18,40,1,-0.032,41.3
90250,0.02,18,0.16,18,40,1,-0.040,41.3
90500,0.03,18,0.16,18,40,1,-0.048,41.3
90750,0.03,18,0.16,18,40,1,-0.050,41.3
91000,0.03,18,0.17,18,40,1,-0.048,41.3
91250,0.03,18,0.17,18,40,1,-0.045,41.3
91500,0.03,18,0.17,19,40,1,-0.040,41.3
91750,0.03,18,0.19,19,40,1,-0.036,41.3
92000,0.03,18,0.19,19,40,1,-0.036,41.3
92250,0.03,18,0.19,19,40,1,-0.040,41.3
92500,0.03,19,0.19,19,40,1,-0.045,41.3
92750,0.04,19,0.19,19,40,1,-0.051,41.3
93000,0.04,19,0.19,19,40,1,-0.054,41.3
93250,0.03,19,0.19,19,40,1,-0.050,41.3
93500,0.03,19,0.19,19,40,1,-0.041,41.3
93750,0.03,19,0.19,19,40,1,-0.044,41.3
94000,0.02,19,0.19,19,40,1,-0.050,41.3
94250,0.02,19,0.19,19,40,1,-0.053,41.3
94500,0.03,19,0.19,19,40,1,-0.057,41.3
94750,0.03,19,0.19,19,40,1,-0.058,41.3
95000,0.03,19,0.19,19,40,1,-0.053,41.3
95250,0.04,19,0.19,20,40,1,-0.045,41.3
95500,0.03,19,0.19,20,40,1,-0.045,41.3
95750,0.03,19,0.19,20,40,1,-0.051,41.3
96000,0.03,19,0.19,20,40,1,-0.059,41.3
96250,0.02,20,0.19,20,40,1,-0.061,41.3
96500,0.02,20,0.19,20,40,1,-0.063,41.3
96750,0.04,20,0.19,20,40,1,-0.059,41.3
97000,0.04,20,0.19,20,40,1,-0.051,41.3
97250,0.04,20,0.19,20,40,1,-0.045,41.3
97500,0.04,20,0.19,20,40,1,-0.045,41.3
97750,0.04,20,0.19,20,40,1,-0.054,41.3
98000,0.03,20,0.19,20,40,1,-0.061,41.3
98250,0.03,20,0.19,20,40,1,-0.058,41.3
98500,0.03,20,0.19,20,40,1,-0.052,41.3
98750,0.03,20,0.19,20,40,1,-0.040,41.3
99000,0.03,20,0.19,21,40,1,-0.036,41.3
99250,0.04,20,0.19,21,40,1,-0.039,41.3
99500,0.04,20,0.19,21,40,1,-0.046,41.3
99750,0.04,20,0.19,21,40,1,-0.054,41.3
100000,0.04,21,0.19,21,40,1,-0.057,41.3
100250,0.03,21,0.19,21,40,1,-0.051,41.3
100500,0.03,21,0.19,21,40,1,-0.042,41.3
100750,0.03,21,0.19,21,40,1,-0.033,41.3
101000,0.04,21,0.19,21,40,1,-0.034,41.3
101250,0.04,21,0.19,21,40,1,-0.043,41.3
101500,0.04,21,0.22,21,40,1,-0.051,41.3
101750,0.04,21,0.22,21,40,1,-0.052,41.3
102000,0.04,21,0.22,21,40,1,-0.046,41.3
102250,0.04,21,0.22,21,40,1,-0.038,41.3
102500,0.04,21,0.23,21,40,1,-0.036,41.3
102750,0.02,21,0.23,21,40,1,-0.039,41.3
103000,0.02,21,0.23,21,40,1,-0.044,41.3
103250,0.02,21,0.23,21,40,1,-0.049,41.3
103500,0.03,21,0.23,21,40,1,-0.052,41.3
103750,0.04,21,0.23,22,40,1,-0.052,41.3
104000,0.04,22,0.23,22,40,1,-0.051,41.3
104250,0.04,22,0.22,22,40,1,-0.044,41.3
104500,0.03,22,0.22,22,40,1,-0.041,41.3
104750,0.03,22,0.22,22,40,1,-0.046,41.3
105000,0.03,22,0.22,22,40,1,-0.050,41.3
105250,0.03,22,0.23,22,40,1,-0.054,41.3
105500,0.03,22,0.23,22,40,1,-0.055,41.3
105750,0.03,22,0.23,22,40,1,-0.049,41.3
106000,0.03,22,0.23,22,40,1,-0.044,41.3
106250,0.03,22,0.22,22,40,1,-0.041,41.3
106500,0.03,22,0.22,22,40,1,-0.046,41.3
106750,0.03,23,0.22,22,40,1,-0.052,41.3
107000,0.02,23,0.22,22,40,1,-0.055,41.3
107250,0.03,23,0.22,22,40,1,-0.057,41.3
107500,0.03,23,0.22,22,40,1,-0.054,41.3
107750,0.03,23,0.22,23,40,1,-0.049,41.3
108000,0.03,23,0.21,23,40,1,-0.041,41.3
108250,0.03,23,0.21,23,40,1,-0.039,41.3
108500,0.02,23,0.21,23,40,1,-0.049,41.3
108750,0.02,23,0.21,23,40,1,-0.053,41.3
109000,0.02,23,0.22,23,40,1,-0.059,41.3
109250,0.03,23,0.22,23,40,1,-0.048,41.3
109500,0.03,23,0.22,23,40,1,-0.036,41.3
109750,0.03,23,0.22,23,40,1,-0.037,41.3
110000,0.03,23,0.24,23,40,1,-0.037,41.3
110250,0.03,23,0.24,23,40,1,-0.045,41.3
110500,0.03,23,0.24,23,40,1,-0.053,41.3
110750,0.03,23,0.24,23,40,1,-0.056,41.3
111000,0.03,23,0.24,23,40,1,-0.052,41.3
111250,0.03,23,0.24,23,40,1,-0.042,41.3
111500,0.03,24,0.24,24,40,1,-0.037,41.3
111750,0.03,24,0.24,24,40,1,-0.040,41.3
112000,0.03,24,0.24,24,40,1,-0.046,41.3
112250,0.03,24,0.24,24,40,1,-0.055,41.3
112500,0.04,24,0.24,24,40,1,-0.059,41.3
112750,0.03,24,0.24,24,40,1,-0.054,41.3
113000,0.03,24,0.24,24,40,1,-0.047,41.3
113250,0.03,24,0.24,24,40,1,-0.042,41.3
113500,0.03,24,0.24,24,40,1,-0.041,41.3
113750,0.03,24,0.24,24,40,1,-0.045,41.3
114000,0.03,24,0.24,24,40,1,-0.053,41.3
114250,0.03,24,0.24,24,40,1,-0.056,41.3
114500,0.03,24,0.24,24,40,1,-0.059,41.3
114750,0.05,24,0.22,24,40,1,-0.052,41.3
115000,0.05,24,0.22,24,40,1,-0.048,41.3
115250,0.04,25,0.22,25,40,1,-0.047,41.3
115500,0.04,25,0.22,25,40,1,-0.048,41.3
115750,0.04,25,0.24,25,40,1,-0.048,41.3
116000,0.03,25,0.24,25,40,1,-0.052,41.3
116250,0.04,25,0.24,25,40,1,-0.052,41.3
116500,0.04,25,0.24,25,40,1,-0.049,41.3
116750,0.04,25,0.24,25,40,1,-0.044,41.3
117000,0.04,25,0.24,25,40,1,-0.041,41.3
117250,0.03,25,0.24,25,40,1,-0.044,41.3
117500,0.03,25,0.24,25,40,1,-0.050,41.3
117750,0.03,25,0.24,25,40,1,-0.054,41.3
118000,0.03,25,0.24,25,40,1,-0.058,41.3
118250,0.03,25,0.24,25,40,1,-0.057,41.3
118500,0.03,25,0.22,25,40,1,-0.052,41.3
118750,0.04,25,0.22,25,40,1,-0.043,41.3
119000,0.04,25,0.22,25,40,1,-0.041,41.3
119250,0.04,25,0.22,25,40,1,-0.046,41.3
119500,0.03,25,0.22,25,40,1,-0.055,41.3
119750,0.03,25,0.22,25,40,1,-0.062,41.3
120000,0.03,26,0.22,26,40,1,-0.056,41.3
120250,0.03,26,0.22,26,40,1,-0.044,41.3
120500,0.03,26,0.21,26,40,1,-0.037,41.3
120750,0.03,26,0.21,26,40,1,-0.045,41.3
121000,0.03,26,0.21,26,40,1,-0.050,41.3
121250,0.03,26,0.21,26,40,1,-0.057,41.3
121500,0.03,26,0.22,26,40,1,-0.058,41.3
121750,0.03,26,0.22,26,40,1,-0.054,41.3
122000,0.03,26,0.22,26,40,1,-0.050,41.3
122250,0.03,26,0.21,26,40,1,-0.043,41.3
122500,0.03,26,0.21,26,40,1,-0.043,41.3
122750,0.03,26,0.21,26,40,1,-0.045,41.3
123000,0.04,26,0.21,26,40,1,-0.051,41.3
123250,0.03,26,0.22,26,40,1,-0.058,41.3
123500,0.03,26,0.22,26,40,1,-0.058,41.3
123750,0.03,27,0.22,27,40,1,-0.050,41.3
